      T:         <H>:          err:          mu:           sigma:        acc?
    1.054999   -0.261764    0.005887    0.457426    0.811912           1
    1.054999   -0.213646    0.013430    0.054562    1.042745           1
    1.054999   -0.169572    0.004936   -0.318519    0.778922           1
    1.054999   -0.210349    0.004657    0.151012    0.864465           1
    0.960049   -0.259683    0.006712    0.244244    0.960824           1
    0.960049   -0.146686    0.019912    0.550692    1.021946           1
    0.960049   -0.281913    0.008296    0.553031    0.862377           1
    0.960049    0.994288    0.062918    1.011168    1.049075           1
    0.960049    0.936228    0.059114    1.011168    1.049075           0
    0.960049   -0.363379    0.004107    0.706376    0.768249           1
    0.960049   -0.357214    0.006386    0.706376    0.768249           0
    0.960049    0.200125    0.007731    0.371638    0.493714           1
    0.960049    0.478493    0.008823    0.254000    0.493630           1
    0.960049    0.475415    0.008333    0.254000    0.493630           0
    0.960049    0.475415    0.008333    0.254000    0.493630           0
    0.960049   -0.050840    0.006274    0.034162    0.773629           1
    0.960049   -0.209756    0.005627    0.265461    0.858641           1
    0.960049   -0.309094    0.005560    0.608256    0.794985           1
    0.960049   -0.309391    0.006376    0.608256    0.794985           0
    0.960049   -0.093526    0.004617    0.437022    0.615477           1
    0.960049    0.836427    0.010872    0.094499    0.473423           1
    0.960049    0.134920    0.006489   -0.106379    0.665944           1
    0.960049    0.586163    0.008868   -0.173533    0.503204           1
    0.960049    0.572215    0.010499   -0.173533    0.503204           0
    0.960049    0.583694    0.009843   -0.048517    0.531959           1
    0.960049    0.129045    0.006703   -0.280891    0.608677           1
    0.960049   -0.275373    0.007767   -0.581717    0.874536           1
    0.960049   -0.377994    0.007526   -0.881696    0.675810           1
    0.960049   -0.388319    0.006353   -0.881696    0.675810           0
    0.960049   -0.289886    0.004277   -0.753399    0.498450           1
    0.960049   -0.308345    0.003911   -0.578532    0.681608           1
    0.960049   -0.262460    0.008764   -0.397275    0.936603           1
    0.960049   -0.239412    0.010066   -0.397275    0.936603           0
    0.960049   -0.308242    0.003163   -0.574562    0.678768           1
    0.960049   -0.373105    0.003697   -0.762959    0.533386           1
    0.960049   -0.333946    0.006793   -0.698714    0.796252           1
    0.960049   -0.331703    0.008254   -0.698714    0.796252           0
    0.960049   -0.409282    0.005558   -0.885305    0.637298           1
    0.960049   -0.136106    0.019119   -0.893250    0.808931           1
    0.960049   -0.165318    0.021684   -0.893250    0.808931           0
    0.960049   -0.266962    0.008598   -0.462861    0.932048           1
    0.960049   -0.025462    0.023228   -0.389224    1.151766           1
    0.960049   -0.121576    0.019707   -0.789417    0.911189           1
    0.960049    1.742109    0.046736   -1.238478    0.913410           1
    0.960049    1.658961    0.070341   -1.238478    0.913410           0
    0.960049    1.267712    0.079057   -1.040417    1.059624           1
    0.960049    1.751766    0.130073   -0.907982    1.308802           1
    0.960049    1.943406    0.150812   -0.585060    1.509155           1
    0.960049    2.027625    0.132179   -0.585060    1.509155           0
    0.960049    2.027625    0.132179   -0.585060    1.509155           0
    0.960049    0.541398    0.075028   -0.136950    1.373628           1
    0.960049    0.182809    0.049711   -0.019175    1.286289           1
    0.960049    0.093305    0.039031   -0.019175    1.286289           0
    0.960049    0.093305    0.039031   -0.019175    1.286289           0
    0.960049    0.395077    0.054687    0.383919    1.290517           1
    0.960049    0.420662    0.054273   -0.000670    1.362842           1
    0.960049    0.459670    0.044452   -0.442622    1.290382           1
    0.960049    0.644885    0.078402   -0.297599    1.373926           1
    0.960049    0.252523    0.047588   -0.579951    1.199124           1
    0.960049    0.825926    0.057825   -0.529081    1.392006           1
    0.960049   -0.006005    0.029576   -0.087350    1.230247           1
    0.960049   -0.079921    0.023010    0.191670    1.164045           1
    0.960049   -0.214889    0.010506    0.412090    1.007243           1
    0.960049   -0.222218    0.005925    0.383636    0.820844           1
    0.960049   -0.042679    0.029923    0.620363    1.032798           1
    0.960049   -0.087439    0.022900    0.620363    1.032798           0
    0.960049   -0.087439    0.022900    0.620363    1.032798           0
    0.960049   -0.262779    0.004855    0.441279    0.833494           1
    0.960049   -0.235125    0.008301   -0.031387    0.957022           1
    0.960049   -0.165696    0.005930   -0.277454    0.791792           1
    0.960049   -0.164068    0.005332   -0.433748    0.702738           1
    0.960049   -0.174831    0.005031   -0.433748    0.702738           0
    0.960049   -0.223578    0.004299   -0.511728    0.665805           1
    0.960049   -0.077030    0.006144   -0.107342    0.775839           1
    0.960049   -0.156116    0.014925   -0.453891    1.043784           1
    0.960049   -0.218420    0.004914   -0.383390    0.802422           1
    0.960049    0.247948    0.031444   -0.781307    1.054249           1
    0.960049   -0.143546    0.020791   -0.317944    1.129098           1
    0.960049    0.182517    0.046780   -0.110804    1.333667           1
    0.960049    0.685005    0.062108    0.005721    1.414604           1
    0.960049    0.004771    0.027980    0.279901    1.181973           1
    0.960049   -0.224699    0.010769   -0.126458    0.956850           1
    0.960049   -0.156131    0.005119    0.172363    0.818186           1
    0.960049   -0.194890    0.004659    0.261066    0.834157           1
    0.960049   -0.234226    0.004492    0.470078    0.734768           1
    0.960049   -0.151897    0.022479    0.815266    0.856818           1
    0.960049   -0.238246    0.013959    0.574844    0.926188           1
    0.960049   -0.262826    0.008500    0.508654    0.901997           1
    0.960049   -0.070151    0.005282    0.267285    0.726102           1
    0.960049   -0.282912    0.009503    0.632819    0.878202           1
    0.960049   -0.074083    0.031372    0.749425    0.954782           1
    0.960049   -0.145056    0.019429    0.337497    1.102883           1
    0.960049   -0.067638    0.025526    0.333956    1.158130           1
    0.960049   -0.229138    0.010739    0.153399    1.059446           1
    0.960049    0.250146    0.041389    0.385494    1.273317           1
    0.960049   -0.236683    0.011342    0.162823    1.011631           1
    0.960049   -0.238672    0.009618    0.162823    1.011631           0
    0.960049    0.073851    0.032494   -0.082880    1.262716           1
    0.960049    0.003092    0.031524    0.205642    1.206683           1
    0.960049    0.003208    0.025915    0.205642    1.206683           0
    0.873645   -0.239150    0.008569    0.172911    0.979343           1
    0.873645   -0.210883    0.004846   -0.217161    0.865655           1
    0.873645   -0.252655    0.008647   -0.117620    0.977347           1
    0.873645   -0.149300    0.004755   -0.392041    0.720896           1
    0.873645   -0.190352    0.005121   -0.402750    0.741629           1
    0.873645   -0.188571    0.005737   -0.402750    0.741629           0
    0.873645   -0.262734    0.005773   -0.209619    0.981703           1
    0.873645   -0.253796    0.009126   -0.209619    0.981703           0
    0.873645   -0.126774    0.017845   -0.053755    1.159305           1
    0.873645   -0.243236    0.018544    0.114251    1.030240           1
    0.873645    0.005483    0.027766    0.333556    1.190504           1
    0.873645   -0.137715    0.023435    0.261064    1.136947           1
    0.873645   -0.256746    0.009115    0.408500    0.958328           1
    0.873645    0.216760    0.050801    0.745219    1.098801           1
    0.873645    0.375501    0.062526    0.435184    1.289081           1
    0.873645   -0.142707    0.017398    0.524670    1.019100           1
    0.873645   -0.238594    0.006160    0.070280    0.946095           1
    0.873645   -0.144183    0.006118   -0.067435    0.822345           1
    0.873645    0.040806    0.006994   -0.177266    0.697157           1
    0.873645    0.134815    0.008316   -0.183724    0.649695           1
    0.873645    0.571721    0.007955    0.200232    0.494148           1
    0.873645   -0.030891    0.007560    0.382413    0.620646           1
    0.873645   -0.127029    0.006717    0.540185    0.492109           1
    0.873645   -0.308022    0.004423    0.642010    0.536165           1
    0.873645   -0.319070    0.004917    0.642010    0.536165           0
    0.873645   -0.279462    0.003992    0.559555    0.644607           1
    0.873645   -0.078496    0.005508    0.326473    0.697345           1
    0.873645   -0.012452    0.005995    0.454113    0.524302           1
    0.873645   -0.085879    0.008799    0.641548    0.444897           1
    0.873645   -0.078305    0.007527    0.641548    0.444897           0
    0.873645    0.458760    0.013348    0.914261    0.380609           1
    0.873645   -0.203103    0.005499    0.488795    0.659928           1
    0.873645   -0.198233    0.004050    0.488795    0.659928           0
    0.873645    1.014660    0.011984    0.061597    0.445358           1
    0.873645    0.184290    0.006574   -0.229739    0.613055           1
    0.873645    0.181780    0.006738   -0.229739    0.613055           0
    0.873645    1.120616    0.013113    0.117980    0.416367           1
    0.873645    0.369194    0.008914    0.031735    0.589695           1
    0.873645    0.015351    0.006753   -0.233214    0.693819           1
    0.873645   -0.288336    0.007103   -0.541911    0.841182           1
    0.873645   -0.272292    0.007157   -0.541911    0.841182           0
    0.873645   -0.092177    0.007008   -0.328401    0.713153           1
    0.873645   -0.260382    0.005815   -0.485474    0.812690           1
    0.873645   -0.247726    0.007531   -0.241662    0.999869           1
    0.873645   -0.250134    0.006558   -0.212208    0.959896           1
    0.873645   -0.244894    0.006176    0.047084    1.003598           1
    0.873645   -0.235853    0.005252    0.029677    0.941420           1
    0.873645   -0.259211    0.007165    0.222072    0.966983           1
    0.873645   -0.249315    0.005734    0.017932    0.953754           1
    0.873645   -0.150525    0.005765    0.253590    0.789164           1
    0.873645   -0.142209    0.006582    0.253590    0.789164           0
    0.873645   -0.317631    0.005604    0.613483    0.795001           1
    0.873645   -0.160818    0.004335    0.154206    0.825447           1
    0.873645   -0.235886    0.006352   -0.309669    0.889194           1
    0.873645   -0.240092    0.006226   -0.145967    0.952866           1
    0.873645   -0.175802    0.006985    0.119280    0.846733           1
    0.873645   -0.201972    0.005114    0.056335    0.886666           1
    0.873645   -0.267191    0.007108    0.099170    0.990084           1
    0.873645   -0.253888    0.008860    0.099170    0.990084           0
    0.873645   -0.223527    0.010721    0.083634    1.093587           1
    0.873645   -0.164120    0.004868    0.043709    0.848101           1
    0.873645   -0.085247    0.004698    0.175037    0.767802           1
    0.873645   -0.087075    0.006700    0.175037    0.767802           0
    0.873645   -0.087075    0.006700    0.175037    0.767802           0
    0.873645   -0.208401    0.005036    0.040682    0.885807           1
    0.873645   -0.274114    0.008420    0.497398    0.879097           1
    0.873645   -0.267303    0.005729    0.497398    0.879097           0
    0.873645   -0.127296    0.024711    0.623342    1.000373           1
    0.873645   -0.267379    0.004457    0.480554    0.814970           1
    0.873645   -0.398688    0.005997    0.899650    0.642376           1
    0.873645   -0.229618    0.013364    0.726772    0.881664           1
    0.873645   -0.307754    0.013255    0.841144    0.759461           1
    0.873645   -0.317867    0.008006    0.841144    0.759461           0
    0.873645    0.500784    0.024762    1.200891    0.709575           1
    0.873645    0.552564    0.028958    1.200891    0.709575           0
    0.873645    0.466605    0.041292    1.048836    0.907209           1
    0.873645    0.268841    0.049499    0.601115    1.155921           1
    0.873645    0.173716    0.038896    0.601115    1.155921           0
    0.873645   -0.244736    0.010969    0.544407    0.921495           1
    0.873645   -0.128826    0.004800    0.142445    0.806248           1
    0.873645   -0.236840    0.007588   -0.254119    0.914869           1
    0.873645   -0.163005    0.004878    0.081351    0.850783           1
    0.873645    0.184198    0.006339    0.162736    0.635713           1
    0.873645   -0.137414    0.005568    0.500229    0.558510           1
    0.873645   -0.127178    0.004609    0.500229    0.558510           0
    0.873645   -0.127178    0.004609    0.500229    0.558510           0
    0.873645   -0.042309    0.008484    0.828806    0.445289           1
    0.795017   -0.043134    0.007921    0.828806    0.445289           0
    0.795017   -0.043134    0.007921    0.828806    0.445289           0
    0.795017   -0.188268    0.007525    0.830845    0.472970           1
    0.795017   -0.240037    0.005349    0.520390    0.649238           1
    0.795017   -0.203763    0.006053    0.171892    0.868353           1
    0.795017   -0.214771    0.005288    0.171892    0.868353           0
    0.795017   -0.238521    0.004921   -0.186098    0.911609           1
    0.795017    0.101328    0.006305   -0.236024    0.647346           1
    0.795017   -0.140240    0.005261   -0.261777    0.777881           1
    0.795017   -0.144532    0.005405    0.073420    0.832821           1
    0.795017   -0.251898    0.007437    0.311986    0.919976           1
    0.795017   -0.034947    0.006419    0.329867    0.674218           1
    0.795017   -0.033037    0.005730    0.329867    0.674218           0
    0.795017   -0.202597    0.004472    0.132858    0.884313           1
    0.795017   -0.256969    0.008567    0.419762    0.922661           1
    0.795017   -0.280834    0.006472    0.419762    0.922661           0
    0.795017   -0.280834    0.006472    0.419762    0.922661           0
    0.795017   -0.141342    0.006361    0.218792    0.797323           1
    0.795017   -0.270305    0.013252    0.670977    0.843572           1
    0.795017    0.431860    0.039753    0.777760    1.117980           1
    0.795017   -0.170533    0.016646    0.855049    0.845233           1
    0.795017   -0.168570    0.019864    0.855049    0.845233           0
    0.795017    0.037534    0.014606    1.091036    0.683060           1
    0.795017   -0.017638    0.013416    1.111332    0.614368           1
    0.795017   -0.104931    0.022064    0.837420    0.874630           1
    0.795017   -0.133451    0.018351    0.837420    0.874630           0
    0.795017   -0.133451    0.018351    0.837420    0.874630           0
    0.795017   -0.133451    0.018351    0.837420    0.874630           0
    0.795017   -0.187942    0.015983    0.476883    1.014347           1
    0.795017   -0.042249    0.019869    0.901417    0.874960           1
    0.795017   -0.124281    0.025196    0.578166    0.988815           1
    0.795017   -0.122587    0.019730    0.560818    1.017914           1
    0.795017    0.141915    0.047689    0.207439    1.267273           1
    0.795017    0.984492    0.124519    0.613883    1.343034           1
    0.795017    1.196394    0.073432    0.613883    1.343034           0
    0.795017    0.232339    0.038487    0.248266    1.300124           1
    0.795017    0.245134    0.046336    0.248266    1.300124           0
    0.795017    0.245134    0.046336    0.248266    1.300124           0
    0.795017    0.245134    0.046336    0.248266    1.300124           0
    0.795017    0.009290    0.033326    0.184614    1.250920           1
    0.795017   -0.231063    0.009793   -0.078542    1.025351           1
    0.795017   -0.104290    0.005214    0.014813    0.788539           1
    0.795017   -0.235100    0.004857   -0.334182    0.874965           1
    0.795017   -0.257228    0.008199    0.064626    0.998151           1
    0.795017   -0.239614    0.009222    0.064626    0.998151           0
    0.795017   -0.257857    0.008955    0.351449    0.943882           1
    0.795017    0.194709    0.039797    0.668175    1.100450           1
    0.795017   -0.155710    0.016916    0.880427    0.822076           1
    0.795017   -0.162140    0.012562    0.984929    0.731346           1
    0.795017   -0.418215    0.002767    0.770941    0.565999           1
    0.795017   -0.417518    0.002554    0.770941    0.565999           0
    0.795017   -0.388600    0.002572    0.697392    0.562529           1
    0.795017   -0.385540    0.003100    0.697392    0.562529           0
    0.795017   -0.385540    0.003100    0.697392    0.562529           0
    0.795017   -0.368539    0.003058    0.658404    0.587648           1
    0.795017   -0.369600    0.003718    0.658404    0.587648           0
    0.795017   -0.378529    0.003851    0.671963    0.696900           1
    0.795017   -0.379367    0.003812    0.671963    0.696900           0
    0.795017   -0.379367    0.003812    0.671963    0.696900           0
    0.795017   -0.239767    0.005618    0.295965    0.895925           1
    0.795017   -0.338963    0.008000    0.736860    0.781825           1
    0.795017   -0.146185    0.015594    0.674870    0.942223           1
    0.795017   -0.175727    0.018183    0.674870    0.942223           0
    0.795017    0.189458    0.027194    0.888186    0.970193           1
    0.795017    0.253549    0.039913    0.888186    0.970193           0
    0.795017    0.722152    0.027786    1.165612    0.817102           1
    0.795017    0.764707    0.037299    1.165612    0.817102           0
    0.795017    0.764707    0.037299    1.165612    0.817102           0
    0.795017    1.063271    0.065565    0.997371    1.075317           1
    0.795017    1.107843    0.077622    0.997371    1.075317           0
    0.795017    0.998271    0.043925    1.196494    0.837687           1
    0.795017    0.983581    0.049337    1.196494    0.837687           0
    0.795017    0.983581    0.049337    1.196494    0.837687           0
    0.795017    0.983581    0.049337    1.196494    0.837687           0
    0.795017    0.983581    0.049337    1.196494    0.837687           0
    0.795017   -0.286471    0.011959    0.921131    0.722547           1
    0.795017    0.007462    0.022868    0.787768    0.960629           1
    0.795017    0.610515    0.058946    0.809289    1.136390           1
    0.795017    0.583440    0.052640    0.809289    1.136390           0
    0.723465    0.953818    0.118005    0.446933    1.405533           1
    0.723465   -0.157208    0.018124    0.189619    1.132683           1
    0.723465   -0.175963    0.014967    0.189619    1.132683           0
    0.723465   -0.091224    0.024499    0.332968    1.151354           1
    0.723465   -0.003977    0.058848    0.332968    1.151354           0
    0.723465   -0.197033    0.013269    0.303320    1.068625           1
    0.723465   -0.308863    0.007448    0.637193    0.832508           1
    0.723465   -0.209599    0.014162    0.754895    0.884324           1
    0.723465    0.022647    0.007127    0.314553    0.638953           1
    0.723465   -0.136996    0.006109    0.027037    0.828572           1
    0.723465   -0.124786    0.004685    0.451100    0.618046           1
    0.723465    0.001813    0.007048    0.234233    0.696167           1
    0.723465   -0.044811    0.005946    0.138092    0.756216           1
    0.723465   -0.156738    0.019518    0.587519    0.994893           1
    0.723465   -0.294516    0.009445    0.737700    0.827050           1
    0.723465    0.130656    0.030563    0.879246    0.946502           1
    0.723465    0.085011    0.026034    0.879246    0.946502           0
    0.723465   -0.287630    0.008700    0.553465    0.847241           1
    0.723465   -0.242638    0.009671    0.692857    0.891662           1
    0.723465   -0.316409    0.003583    0.590954    0.661085           1
    0.723465   -0.099024    0.005633    1.004634    0.485632           1
    0.723465   -0.091416    0.004817    1.004634    0.485632           0
    0.723465   -0.379938    0.004487    0.927875    0.614068           1
    0.723465   -0.306887    0.003619    0.636262    0.538549           1
    0.723465   -0.042915    0.008303    0.874706    0.451448           1
    0.723465    0.556751    0.013311    1.281674    0.553940           1
    0.723465    0.029924    0.009797    1.103912    0.680613           1
    0.723465    0.066299    0.016164    1.103912    0.680613           0
    0.723465    0.066299    0.016164    1.103912    0.680613           0
    0.723465   -0.163975    0.006919    0.822359    0.470904           1
    0.723465   -0.179552    0.005721    0.822359    0.470904           0
    0.723465   -0.179552    0.005721    0.822359    0.470904           0
    0.723465   -0.179552    0.005721    0.822359    0.470904           0
    0.723465   -0.096866    0.006632    0.927907    0.466276           1
    0.723465   -0.077644    0.006985    0.927907    0.466276           0
    0.723465    0.185542    0.011171    0.668998    0.400245           1
    0.723465    0.465814    0.010984    0.295007    0.455206           1
    0.723465   -0.116904    0.005717    0.387235    0.684184           1
    0.723465   -0.424073    0.002607    0.724506    0.646782           1
    0.723465   -0.423310    0.002861    0.724506    0.646782           0
    0.723465   -0.244073    0.012083    0.607869    0.921503           1
    0.723465   -0.222087    0.015863    0.607869    0.921503           0
    0.723465   -0.106596    0.023206    0.193635    1.168451           1
    0.723465   -0.225842    0.006689   -0.043523    0.915103           1
    0.723465   -0.196270    0.005964    0.067094    0.869219           1
    0.723465   -0.244504    0.010023    0.237257    1.018310           1
    0.723465   -0.173713    0.004981   -0.002381    0.846836           1
    0.723465   -0.234600    0.010440   -0.086680    1.046689           1
    0.723465   -0.255794    0.007207   -0.132556    1.008346           1
    0.723465   -0.002918    0.027474   -0.137195    1.199202           1
    0.723465   -0.254895    0.007452   -0.137636    1.017220           1
    0.723465   -0.079811    0.006178   -0.159104    0.761470           1
    0.723465   -0.253273    0.006367   -0.115318    0.976622           1
    0.723465   -0.248073    0.009587   -0.375657    0.936982           1
    0.723465   -0.234416    0.006785    0.045313    0.948500           1
    0.723465   -0.233723    0.005860    0.045313    0.948500           0
    0.723465   -0.259411    0.008549   -0.298918    0.957847           1
    0.723465   -0.290140    0.007774   -0.568695    0.841437           1
    0.723465   -0.244997    0.006904   -0.325475    0.899261           1
    0.723465   -0.252483    0.006696   -0.393349    0.875845           1
    0.723465   -0.214759    0.005793   -0.391784    0.795430           1
    0.723465   -0.228953    0.010131   -0.292570    0.957648           1
    0.723465    0.230802    0.030369   -0.717987    1.104003           1
    0.723465   -0.122230    0.020065   -0.795199    0.903709           1
    0.723465   -0.101168    0.021341   -0.885040    0.839842           1
    0.723465   -0.149952    0.018445   -0.861763    0.834498           1
    0.723465   -0.382679    0.007900   -0.768353    0.717151           1
    0.723465   -0.392478    0.005415   -0.768353    0.717151           0
    0.723465   -0.055899    0.020768   -0.720229    0.974854           1
    0.723465   -0.150412    0.020247   -0.329773    1.121471           1
    0.723465   -0.161843    0.023399    0.102999    1.145798           1
    0.723465   -0.165332    0.014786    0.102999    1.145798           0
    0.658354    0.202714    0.061867    0.420321    1.200672           1
    0.658354   -0.261733    0.006036    0.007613    0.981579           1
    0.658354   -0.178601    0.017155    0.434741    1.057892           1
    0.658354    0.777274    0.051896    0.576006    1.322281           1
    0.658354    1.098848    0.081630    0.767016    1.291002           1
    0.658354    1.055948    0.085573    0.523942    1.382288           1
    0.658354    2.556617    0.184309    0.707377    1.500519           1
    0.658354    2.365640    0.122984    0.707377    1.500519           0
    0.658354    2.845882    0.130019    1.058781    1.339578           1
    0.658354    1.989559    0.126662    0.618298    1.477506           1
    0.658354    0.221325    0.041080    0.288281    1.281641           1
    0.658354    0.105924    0.027512    0.508526    1.165995           1
    0.658354    0.310500    0.048878    0.490595    1.247110           1
    0.658354    0.297283    0.042048    0.490595    1.247110           0
    0.658354    1.165803    0.122240    0.583472    1.394104           1
    0.658354    1.101713    0.085013    0.433489    1.435693           1
    0.658354    1.150903    0.094879    0.411311    1.449826           1
    0.658354    1.036436    0.081559    0.411311    1.449826           0
    0.658354    1.036436    0.081559    0.411311    1.449826           0
    0.658354    1.035851    0.072493    0.381654    1.477611           1
    0.658354    1.327057    0.095172    0.381654    1.477611           0
    0.658354    1.465093    0.120803    0.586632    1.453058           1
    0.658354    1.529465    0.101704    0.586632    1.453058           0
    0.658354    1.529465    0.101704    0.586632    1.453058           0
    0.658354    1.568174    0.113491    0.281785    1.537640           1
    0.658354    1.607827    0.112098    0.281785    1.537640           0
    0.658354    1.398197    0.104671   -0.094500    1.541338           1
    0.658354    1.365363    0.139372   -0.094500    1.541338           0
    0.658354    1.365363    0.139372   -0.094500    1.541338           0
    0.658354    1.037200    0.075847    0.127683    1.498627           1
    0.658354    0.155423    0.034399    0.107975    1.281071           1
    0.658354   -0.064431    0.024152    0.356697    1.146246           1
    0.658354   -0.183458    0.016402    0.693832    0.919838           1
    0.658354    0.077237    0.034520    0.461980    1.183961           1
    0.658354    0.002469    0.025539    0.461980    1.183961           0
    0.658354    1.143901    0.110586    0.804793    1.259827           1
    0.658354    1.143150    0.087518    0.804793    1.259827           0
    0.658354    0.557079    0.075421    0.640917    1.240710           1
    0.658354   -0.247582    0.007207    0.300831    0.989397           1
    0.658354    0.033724    0.007211   -0.009994    0.716862           1
    0.658354   -0.114827    0.005419    0.153990    0.794452           1
    0.658354   -0.248319    0.010387   -0.268861    0.969274           1
    0.658354   -0.001688    0.007371    0.151804    0.728993           1
    0.658354   -0.134876    0.005486    0.502947    0.555370           1
    0.658354   -0.244979    0.006350    0.827072    0.487376           1
    0.658354   -0.234399    0.004175    0.827072    0.487376           0
    0.658354    0.071560    0.007678    0.401681    0.532057           1
    0.658354    0.073362    0.007686    0.401681    0.532057           0
    0.658354    0.073362    0.007686    0.401681    0.532057           0
    0.658354    0.609537    0.009518    0.319773    0.387093           1
    0.658354    0.601680    0.008276    0.319773    0.387093           0
    0.658354    0.129995    0.008705    0.493149    0.409361           1
    0.658354   -0.418233    0.002692    0.723551    0.660106           1
    0.658354    0.648040    0.008789    0.266861    0.429134           1
    0.658354    1.559241    0.027471    0.541868    0.296524           1
    0.658354    0.916399    0.012941    0.197355    0.415558           1
    0.658354    0.626832    0.009638    0.002311    0.523144           1
    0.658354    0.502661    0.009603   -0.226612    0.507771           1
    0.658354    0.075751    0.006248   -0.218523    0.659529           1
    0.658354   -0.043562    0.005539   -0.093130    0.753530           1
    0.658354   -0.229391    0.005846   -0.109893    0.927986           1
